title,author,litres mark,litres votes,livelib mark,livelib votes,avg_word_len,avg_sent_len,avg_words_per_par,comma_freq,colon_freq,dash_freq,A1 voc,A2 voc,B1 voc,B2 voc,C1 voc,C2 voc,unknown voc,TTR,TTR-root,TTR-log,TTR-corrected,TTR-hdd,TTR-mtld,FKD-oborneva,FRE-oborneva,FKD-soloviev,FRE-soloviev
Черный Баламут, Генри Лайон Олди,4.7,61,4.3,19,5.04618466326712,11.640112817298652,30.773591141960008,104.42975718585056,6.404165637674911,39.26632539021461,0.68,0.12,0.09,0.05,0.01,0.01,0.04,0.1541369736481733,66.51345290728689,0.8459027797773206,47.03211359087464,0.920419966763871,209.8839395095486,8.258203427735221,62.75284737715168,4.582877789749487,94.30001050364146
Капитан Ульдемир, Владимир Михайлов,4.5,20,4.4,16,5.477554728131207,9.350023266635644,34.502056202878684,76.5968363919154,10.550705117412672,0.008017253128733,0.59,0.14,0.11,0.08,0.01,0.02,0.04,0.2389125619555608,75.80609377033686,0.875720631404329,53.60300296026849,0.9443757467187311,669.2809517183402,8.361146449175408,56.76889190415446,4.613967610932141,94.43404919166356
Жрец. Свиток Третий, Иван Алексеевич Снежный,4.3,4,4.3,8,5.339008660768842,8.336110265423043,18.823514727908137,86.71722731082677,3.372953758217788,56.441432798440765,0.61,0.12,0.11,0.05,0.01,0.01,0.09,0.1579196891535268,86.73055144209535,0.8537151444370193,61.32776106075431,0.932891179995182,289.0928953286166,7.453679967204515,60.96441867802491,3.9744129882720873,98.93787776343903
Нужна свободная планета, Кир Булычев,4.7,14,4.5,34,5.12138122119219,11.126547653325655,27.7529453766512,84.00887316888667,1.1755926520347977,0.0,0.59,0.13,0.11,0.07,0.03,0.01,0.06,0.2082690130698775,58.06785101587036,0.8606771665166859,41.06017122225209,0.9279231424655106,356.50479675084534,8.067783223892487,62.98327447514001,4.443782988816052,95.3211861839941
Жестокая игра. Древние боги. Том 1, Павел Борисович Коршунов,4.7,492,4.5,2,5.683083697887997,11.9627778735137,33.9521484375,71.80664422585134,3.425594423893521,0.0,0.55,0.13,0.14,0.09,0.03,0.02,0.04,0.2389478528489659,63.00887695464481,0.8716085197991421,44.55400416957812,0.9463514164305245,487.643019615214,10.433287072175649,47.83939191590707,6.079247147570916,84.07365569306181
Акт 1. Карнавал, Сергей Сергеевич Ткачёв,4.6,37,None,None,5.049964292557175,9.138807273882316,40.350594821553535,85.19984852136193,0.5095190553241299,0.0,0.64,0.14,0.1,0.04,0.02,0.01,0.05,0.1526941953833613,51.85356387468089,0.8387610362496193,36.66600664447664,0.9293396298939436,240.10295371606333,6.888058422961681,66.83218007858653,3.60026474121162,101.36423234114486
Восьмой Уровень. Часть третья., Дмитрий Серебряков,4.2,136,3.9,33,5.262968351835625,13.113493064312737,32.09946029298381,76.33768229183767,2.921922296565264,0.1181901153666848,0.59,0.09,0.1,0.08,0.03,0.02,0.09,0.1896652495216134,67.02969562751647,0.8583333894933529,47.397152319087176,0.9368025872647536,369.185348704077,9.485771998019366,57.25211493583123,5.449345884931402,88.18702933362772
Худший из миров. Книга 5, Валерий Иванович Софроний,4.3,193,3.7,62,5.019808100626226,12.179612440970526,66.76827094474153,95.09132045774994,1.8799663354865503,12.853723317047578,0.65,0.12,0.11,0.05,0.01,0.02,0.03,0.1915396321114878,52.42520559013325,0.8527578055661229,37.07021837788212,0.9208596602961427,248.8754500401198,8.536788855852663,61.90513272681875,4.782530467604042,92.86581475016416
Новое Начало. Книга вторая, Алексей Анонимов,4.4,327,4.6,110,5.031890086342724,7.974634512057978,31.449360865290068,69.44514185287471,4.720060256088376,7.644991212653778,0.6,0.11,0.11,0.08,0.02,0.03,0.05,0.2348986993496748,59.41033459279803,0.8690960754955792,42.00945046312921,0.9265165806781775,362.081121877362,6.192699281524099,69.14270760590628,3.103389405658829,104.92124937889608
Акулов. Чистилище, Неизвестный,4.6,21,None,None,4.901562194231384,14.896208294799743,45.60542888165038,116.19449777033094,3.550189155580935,0.0037568139212496,0.68,0.09,0.08,0.04,0.01,0.01,0.08,0.1261493336126811,57.8106763098371,0.8310647405047539,40.87832124366631,0.9115680553015046,156.02126543761972,9.292398815844257,62.78332206324876,5.347968469611724,88.60377225666087
Идиот, Федор Михайлович Достоевский,4.3,134,4.5,30573,5.425833299987995,14.124647490129725,73.91215226939971,77.20096996090464,0.3629105425512611,19.16827502020752,0.62,0.14,0.09,0.06,0.01,0.02,0.06,0.2789112951150905,62.666346911404325,0.8820927499135953,44.31179885324266,0.9305197067785844,346.7120694315892,10.85522913749703,49.86537500436347,6.406553885934988,81.51386993266013
Целитель. Пришельцы и сокровища, Сергей Александрович Богдашов,4.6,109,2.7,3,5.268288076551811,8.731395136222345,35.10736533528765,82.79327048965698,6.685323383084577,30.308981408745744,0.64,0.12,0.09,0.05,0.02,0.01,0.06,0.1857047428189712,57.48094279180829,0.8532186244857215,40.64516443708364,0.9381025336442504,304.9307864558267,7.433216388517131,62.02096859393026,3.967231831796463,98.92680316982444
Путь Шамана. Гамбит Картоса, Василий Маханенко,4.7,854,4.3,376,5.212695239285268,11.01361386138614,26.25692859471797,81.21482631476809,2.53250533669707,0.0,0.64,0.11,0.1,0.05,0.02,0.02,0.07,0.2073637153855706,58.84527749296152,0.860727043262626,41.60989475607721,0.9297742845679394,308.979439070506,8.393029105925304,60.39264276492702,4.664824691520158,93.83423498968264
Армада, Эрнест Клайн,4.7,4264,4.5,7145,5.59965715453995,12.928730964467006,25.844331983805667,84.34630520332313,4.5037166593791,21.7877443937785,0.62,0.14,0.1,0.05,0.01,0.02,0.06,0.1708453760055141,61.044896112879705,0.8497095759409093,43.16525999824555,0.9297716366673956,292.8890631442256,11.007337570430304,45.99589338313743,6.489921620157853,81.1296891090152
Неучтённый, Константин Николаевич Муравьев,4.3,363,3.6,57,4.981681978798586,8.92785821268098,29.333605887162715,85.31819670341666,6.178364807335444,29.9748935705709,0.67,0.11,0.08,0.05,0.01,0.01,0.06,0.2224111498257839,42.1262218156332,0.8566688758552008,29.787737111602908,0.9218801668225808,281.92504926967274,6.603873340360831,68.33647412342424,3.401413083805436,102.7523698496359
PSO 2. Древний Храм, Нил Алмазов,4.5,4,None,None,5.062031635924116,12.154327291294358,60.4582806573957,113.44265605411726,0.9759955575374624,0.0,0.63,0.12,0.11,0.07,0.02,0.02,0.05,0.1919389408751111,59.360046130249,0.8560759861036927,41.97389115024535,0.918329866161646,266.3606219100106,8.463228532565203,62.47352860272136,4.732405927732584,93.20416787510652
Я из будущего, Владимир Геннадьевич Поселягин,4.1,232,3.6,15,4.7853101833788525,15.1610337972167,53.265605437309965,117.93535099139864,5.279811324781765,0.0213433504791582,0.66,0.09,0.09,0.04,0.02,0.01,0.08,0.1214272282813087,66.26500908555501,0.8327192977906851,46.85643727978413,0.9124279901419472,145.59911315065477,9.070263460254155,64.93466406044979,5.199877629920573,89.57459540720487
Братья Карамазовы, Федор Михайлович Достоевский,4.6,1489,4.2,13742,5.241539870248787,13.98047192839707,46.27589285714286,105.63979697991869,1.6392925822010656,0.0,0.61,0.12,0.12,0.06,0.03,0.01,0.05,0.2522525998958112,57.42778500898181,0.8731243803957545,40.60757620837419,0.9295679337625096,282.680031758135,9.88023948298201,56.44244429518156,5.734987986604056,86.11051266182893
Чертов данж, Серж Винтеркей,4.8,1786,4.1,40,5.578947368421052,17.79310344827586,38.22719246615656,77.56418206622845,6.486419446856009,0.0,0.58,0.13,0.11,0.07,0.02,0.02,0.06,0.2398688181314282,61.13032240770141,0.8711651470797361,43.225665510605616,0.9453808205394872,405.7828753876077,13.013690887710698,42.761644376807794,7.949417431761171,70.46454083220146
Гражданин, Сергей Залевский,1.7,37,4.0,1,5.530318683938647,15.979423868312756,56.48464544946957,80.28835615882319,2.9062923665175635,0.1785989722440961,0.6,0.14,0.12,0.06,0.01,0.01,0.07,0.2167371792337195,68.93605291774786,0.8673200530669833,48.7451504863742,0.9445209064896276,469.1869962986283,11.774255038845476,47.40069123849011,7.067686347513243,76.74374260508904
Квазар. Демонический бог. Том 3,й,5.0,3,None,None,5.10089683154536,10.558068965517242,26.59854267869535,92.93707309984012,2.480951688915648,0.4982664479830589,0.64,0.11,0.08,0.06,0.02,0.02,0.06,0.2317074761600375,64.15285022159645,0.8699860341774687,45.36291542413575,0.9328112096440726,306.768346783638,7.927274103462253,62.58787200819657,4.336890098534463,96.14090975468186
Infinitum. Начало, Артур Сокол,4.5,4,None,None,5.267499269421844,14.036740868813489,30.88967468175389,116.5441780741506,7.372795792340745,20.65087229096715,0.58,0.14,0.1,0.07,0.03,0.02,0.06,0.2680373032953279,68.60760222576835,0.8812785024185611,48.51290077479007,0.9363979252593616,365.7511549389569,10.346533548480604,53.37355582384589,6.056744834424327,83.90317053317185
Теперь я стеллинг!, Катэр Вэй,3.9,7,None,None,5.20173627803071,10.009256661991586,20.93578517221249,46.43852413331848,4.124400847174228,0.0,0.62,0.14,0.1,0.05,0.01,0.03,0.04,0.2740986532080417,51.90751160511405,0.8765890867637925,36.70415345049556,0.9303926522897378,253.53891013955544,7.823513191044597,62.09895557306629,4.256471209065369,96.7693047830285
Эпоха Войн. Том 4, Максим Грек,4.1,1033,4.5,391,5.529971143756558,8.368046689768375,24.419431908680647,70.13157011478822,5.991139155534672,0.4027656575149358,0.61,0.11,0.1,0.06,0.02,0.02,0.07,0.225746836543897,68.46793999873638,0.8697797475574163,48.41414466698016,0.9382874944624032,379.4697189410292,7.940489461970127,57.54892172857288,4.308733384049544,96.65819524216114
Вторжение, Василий Маханенко,4.7,235,4.4,5,5.705923372534212,10.355082742316783,24.667666691667293,97.30381629746104,2.135398846399305,0.002426589598181,0.51,0.15,0.11,0.1,0.04,0.02,0.07,0.1756644998084489,100.74232713429414,0.86309437436719,71.23558266917291,0.9454960084380952,671.7104840822512,9.847720262248504,48.42896827967951,5.65061671210484,87.22783938519343
Ученье – свет!, Яна Алексеева,5.0,3,3.9,389,5.200109861240477,13.958466666666666,39.52815972876248,107.78322655087602,5.025354507636717,0.0,0.59,0.11,0.09,0.09,0.02,0.03,0.08,0.183236043935098,83.94030972921368,0.8615181762941733,59.35476222442613,0.9386275600752372,396.9882481339308,10.03288062145884,55.32828329883856,5.839490215757055,85.40076926142109
Ледяной дом. Басурман, Иван Иванович Лажечников,4.7,51,4.1,482,5.571746982443306,13.16531409678389,36.1347022587269,68.91875461780907,4.83525527716207,29.94678413437708,0.58,0.13,0.12,0.07,0.02,0.02,0.06,0.2206664545165249,65.45578569456522,0.8672719499123872,46.28422993252048,0.9421009905525396,425.7469164913924,10.754374310502392,48.37157683133543,6.320720063183488,82.24393376904895
Защита Периметра. Восьмой сектор, Михаил Атаманов,4.9,478,4.5,153,5.163056867173065,10.11562864171954,29.343808454919564,98.2888936618494,1.6262158264551565,1.1761938367442957,0.64,0.13,0.11,0.05,0.01,0.01,0.04,0.228772502422357,64.0710057940936,0.8691195920396845,45.30504267444616,0.9282950570871502,327.37961178683,7.873442190734845,62.02935317522002,4.292873338826359,96.50262342933232
Слово и Чистота_ Иллюзия, Александр Зайцев,4.5,77,3.7,3,4.750367095081751,11.408345892991711,14.501072194424587,94.91291142771998,15.242877885779864,0.0063406314000748,0.61,0.12,0.09,0.08,0.03,0.02,0.06,0.1487487882223427,51.89648889427624,0.837269124305221,36.69635921691509,0.9291120227626456,156.63243344931433,6.887244667083021,72.07878800912434,3.639156457041528,100.75436755962988
Заветные русские сказки, Александр Николаевич Афанасьев,4.2,91,4.2,1143,5.067861148058316,9.112196472356244,19.219573191063688,77.53404060937663,7.325599819304118,40.57229352292916,0.64,0.12,0.08,0.06,0.02,0.02,0.06,0.1743465852410239,83.7150505401116,0.8585460290060887,59.19547992428747,0.9253637487702072,292.1214256048791,6.820220191336926,67.24398124605057,3.5531933385502388,101.68942477057335
В глубине Великого Кристалла. Том 2_ [сборник], Владислав Крапивин,4.3,10,5.0,5,4.797978366633602,6.644923076923077,22.83561643835617,51.93553746469513,7.177271972088387,0.0,0.64,0.1,0.09,0.06,0.02,0.02,0.08,0.2968944672603941,43.706052239402446,0.8783642483125093,30.90484591737496,0.9229261333938368,208.39128640944733,4.689507690557864,76.83264897690891,2.049557567103374,112.29503954396132
Гильдия. (Том 3), Евгений Бергер,4.5,522,4.3,160,5.220310055468639,9.525876010781673,20.85087719298245,80.59701492537313,2.52414398595259,49.01229148375768,0.56,0.13,0.13,0.06,0.02,0.02,0.08,0.2559809283410461,48.33567970938992,0.8699963241412362,34.17848689577062,0.9240457100547432,255.370237805417,7.816028269125141,61.13988238304003,4.243716205684278,96.9228064152176
Альвен.Тёмная сущность, Евгений Сай,5.0,1,5.0,1,5.539662218084006,10.547988036976616,22.52619392185239,92.7734854360354,10.160905547756256,0.0,0.51,0.12,0.12,0.08,0.03,0.04,0.09,0.2930307858354319,81.74876208091999,0.891009621408292,57.80510402102423,0.9441380503176228,558.3063494642223,9.29054412940399,52.85045780299561,5.271827719102928,89.7770558126006
Восхождение, Карина Вран,4.8,22,4.0,5,5.079011363133926,12.482241189427311,40.14474845542807,107.01213135327338,5.812940110158265,0.0087150526389179,0.6,0.1,0.1,0.06,0.02,0.02,0.1,0.221319584908979,66.75198276435296,0.867917955074968,47.20077967032152,0.919552643444517,212.66786148285524,8.761907940809767,61.0445209298334,4.942543887113045,91.72743162310007
Господа Головлевы, Михаил Евграфович Салтыков,4.7,30,4.4,4143,5.3234182148133495,12.657956547269524,38.17350993377483,96.39516098733893,0.5071946500356915,0.0,0.62,0.14,0.09,0.06,0.03,0.01,0.05,0.19402518996565,57.05231447420644,0.8557491670995129,40.34207844709879,0.9372159319594996,348.007969308776,9.623150096509452,55.26251683765668,5.535970203347526,87.663808526984
Акс. Кровавый Турнир, Павел Юрьевич Перовский,4.5,269,4.3,685,5.002786597311355,12.52175749894381,3.908876669285153,108.8813779169109,14.629765898801432,8.381246959927163,0.55,0.1,0.12,0.08,0.02,0.03,0.1,0.3119138531618435,76.21939067677815,0.8940622259914447,53.895248005456544,0.9432410121798814,445.02293690012704,8.102825782519243,65.92322055655393,4.491829740262725,94.78404762436188
Кому на Руси жить хорошо, Николай Алексеевич Некрасов,5.0,1,4.3,8,5.246121666376155,8.74502712477396,22.467282525019247,95.3422611108147,1.653950808301766,38.09422184282132,0.66,0.11,0.09,0.07,0.02,0.01,0.05,0.2878876135000857,49.18161982517168,0.8788896574675084,34.776656888117635,0.9267319642971124,258.8874051811498,7.362654217280667,62.52595649609478,3.918847339337399,99.25607780287996
Грешники. Книга 1. Корпорация _Кольцо_, Александр Александрович Чубарьян,4.1,97,3.8,125,5.061096454133478,7.955255255255255,32.09299516908212,71.3307385327881,0.985367295659457,0.0,0.64,0.11,0.07,0.07,0.02,0.02,0.07,0.2359663317402376,66.62403970314026,0.872050995375614,47.11031026413225,0.9293808815634644,378.85970274928513,6.432279626443627,67.40774897069463,3.2675163620859617,103.80564545954677
Рисс-2, Дрешпак Максим,4.4,3,4.0,1,5.159951694667835,11.84723964868256,32.86568457538995,91.71881518564872,2.1485189820609096,0.0,0.64,0.1,0.1,0.05,0.02,0.01,0.08,0.2144382629788804,59.05973912585857,0.8629711747503285,41.76154203100305,0.9357407765644788,339.05173704133136,8.61550847301817,60.659176665013945,4.831370377209778,92.57840052595688
